id,english,russian
F690077A4F8AA02B5187E0ACAB48F579#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
FA3B68604E6F7F888F099C8DAEB4E5DD#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
FBEEC79F40B3482BE0907ABD572502D5#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
FF43682140314478EBF2C398B4B938AA#1AE326B3,"I have no can opener, but I must consume peaches.","У меня нет консервного ножа, но персики мне надо съесть."
06EBEF644E2449E87DA533BF22F07031#F6B49213,I keep collapsing/falling over,Я продолжаю падать/падать
1694BEE64BD849F5682A4A9F19A3520C#0BE4ED8D,I keep coughing?,Я продолжаю кашлять?
98AE6500494532D71526BBBD88BA7E8A#E7F991F8,I keep getting attacked by deer,На меня продолжают нападать олени
5376554F4F23B0F306E4D7B995923CAC#300F4633,I like it,Мне это нравится
942773D14910356A393D85A3BB5895F9#FC81BD05,"I like these, wish they were more processed because i can hear something but im not sure. Anyways nice job.","Мне нравится, но хотелось бы получить эти записи более обработанными, потому что я что-то слышу, но не уверен что именно. В любом случае, хорошая работа."
3687A68E4223BD5CFD96ACBD207EC6A1#F4D9AB3A,"I like this place, i don't want to leave","Мне нравится это место, я не хочу уходить"
AB3A5C5E472A535385D9FA9BFE25B0A2#417245F0,"I listened to this recording in the early hours of the morning, and swore I heard something dreadful behind the noise—something otherworldy. That said, I haven't been sleeping very well, working extremely odd hours just to finish all of my tasks, so perhaps there's a more mundane explanation for this.","Я прослушал эту запись ранним утром, и могу поклясться что слышал что-то ужасающее среди помех, что-то потустороннее. Впрочем, у меня были проблемы со сном, работая в очень неурочные часы, чисто чтобы закончить все задачи, так что менее спекулятивное объяснение имеет право на существование."
D572C7D848C49A7FEEA6888CF9999CA3#62A6A052,"I must admit, I'm positively surprised that old facility was actually able to give us results like this, even if it does need some more processing. I'm sure you'll find more data.","Должен признать, я приятно удивлен что такой старый комплекс способен выдавать такие результаты, даже не смотря на то что они требуют дальнейшей обработки. Я уверен что вы справитесь и дальше."
4945212F4D1B51DB9D5FB0816F0453F6#9DC79514,"I must admit, I'm positively surprised that old facility was actually able to give us results like this, even if it does need some more processing. Keep going, I'm sure you'll find even more impressive Data.","Должен признаться, я приятно удивлен тем, что старый комплекс смог предоставить нам такие впечатляющие результаты, даже несмотря на то что они требуют дополнительной обработки. Продолжайте, я уверен, вы найдете еще более впечатляющие данные."
8BFDC8BF4DBAFE2CE953C896D327C2CB#E724F1AA,"I never thought I'd hear something like THIS out in deep space! This could be the beginning of a fundamental breakthrough in our understanding of astrophysics, perhaps even cosmology.","Никогда не думал, что услышу ТАКОЕ в космосе! Это может быть началом прорыва в нашем понимании астрофизики, возможно, даже космологии."
8C93E3554A3E20D8DABF94B4FDDF3390#82EBC234,"I personally like how it sounds so i saved it as a backup, hopefully i can export it and we can listen to it later when you get out of there.","Мне нравится, как это звучит, так что я сохранила копию, надеюсь я смогу экспортировать её и мы сможем послушать её позже, когда ты вернешься оттуда."
32600D8F473C5ECFF7B8D9A86FB5EC84#A7E25644,I regret all my choices...,Я сожалею обо всех своих поступках...
26D316DE4962829FE515DDBBDB2617F6#A547E930,I regret everything.,Я жалею обо всём.
D543C20548B1685CEAEA3C86DAEFD404#95843978,"I sent my daily task drives but it still failed, why?","Я отправил диски с ежедневными задачами, но все равно не удалось. Почему?"
4D0B8D2A432800967B1F4AA9F0E8ADBB#829B10EF,I shouldn't be there...,Я не должен быть там...
22770DCB498A317445BAA3B78589455A#0858C7F9,I think i can hear something. Not sure what exactly and what the source could be but its definetely not natural...,"Мне кажется, я могу что-то услышать. Не уверен, что именно может быть источником звука, но он определенно не естественного происхождения..."
0200E1964231A109F8E6279E563B738C#D224861B,"I think it get reflected and send back to earth, the signal i mean","Мне кажется, ты поймал отражение. Я имею в виду сигнала, с земли"
5F1E5C1C4DE15B2BF59964B4567015B1#D224861B,"I think it get reflected and send back to earth, the signal i mean","Мне кажется, ты поймал отражение. Я имею в виду сигнала, с земли"
6A166C2743F5256D51CE738E5B01DA50#3AD237DD,"I think you can find the joints somewhere around Romeo, i buried the boxes so you will need something that detects underground objects.

The AI module is at the bottom of the lake inside a safe, you can get it if you have a special equipment, or you can try to tow it out with a hook. I don't remeber the password but the safe is very old, and you can hear the right clicks. Start scrolling the code wheel down, when you hear the click - rotate the opposite direction.

I don't remember where joints are, they should be here somewhere, in this fenced area. Perhaps inside the buildings.

I will take care of the radioactive core by myself, it is too dangerous to keep around and it is bad for the environment, so meet me at our office after youre done with your expidition or something.","Я думаю, вы можете найти суставы где-нибудь в окрестностях Ромео, я закопал коробки, так что вам понадобится что-то, что обнаруживает подземные объекты.

Модуль ИИ находится на дне озера внутри сейфа, его можно достать при наличии специального оборудования, а можно попытаться отбуксировать с помощью крюка. Пароль не помню, но сейф очень старый, и слышны правые щелчки. Начните прокручивать колесо кода вниз, когда услышите щелчок – поверните в противоположную сторону.

Я не помню, где стыки, они должны быть где-то здесь, на этой огороженной территории. Возможно, внутри зданий.

Я позабочусь о радиоактивном ядре сам, держать его под рукой слишком опасно и вредно для окружающей среды, так что встретимся в нашем офисе после того, как закончишь свою экспедицию или что-то в этом роде."
